Section Name,Question Text,Response,Brand
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","mislabeled parts, wrong part number for actual part",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","receive parts for different dealership      mispicks,",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGES,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"WIPER BLADES, BULBS, DOOR LATCHES",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BRAKE PADS, WIPER BLADES, AIR FILTERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"glass , sheet metal , bumpers",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","NO PACKING SLIPS , not sending my smart stock return parts back that have been refused for credit. Still waiting on an engine to be sent back from 4 months ago. Occasionally my parts get sent to other dealers (Kia and Hyundai) and I receive other dealers parts inside of pallets so they are packed at the PDC that way.",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"glass, anything shipped XPO",H
Condition of Shipments,What three product types tend to have the most damages to the product?,1. sheet metal 2. bumper covers 3. door shells,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",shortages,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,1. Headlight boxes 2. front timing covers boxes 3. door shell boxes,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECIVE PARTS FOR DIFFERENT DEALERSHIP,H
Condition of Shipments,What three product types tend to have the most damages to the product?,SHEET METAL,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",parts for other dealers,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"doors, panels, bumper covers",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper covers, doors, panels",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under-picks,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER, MOULDINGS, HOODS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Hood panels, fender panels & bumper covers.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",The warehouse generally does a very good job. We may see one or two mis-picks a year.,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,TRANSMISSINS AND ANYTHING PACKAGED WITH BRAKE PADS AND BUMPER COVERS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"TRANSMISSIONS, RADIATORS AND LIGHTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PARTS FROM ANOTHER DEALER,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,WE SEEM TO GET INCONSISTENT PACKAGING  EXAMPLE    WE GET BRAKE PADS LOOSE IN THE SAME BOX AS WIPER BLADES    ALSO BOXES ARE COMING IN PARTIALLY OPEN  THE BOX COMING APART    SEEMS LIKE BOX IS TOO LIGHT FOR CONTENTS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,WE RECEIVE VERY LITTLE DAMAGE TO THE PRODUCT.   BODY PARTS AND GLASS ARE THE MOST DAMAGED,H
Condition of Shipments,What three product types tend to have the most damages to the product?,windshield and bumpers covers,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Windshield and bumpers covers,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BOXES, SHEET METAL,",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"GLASS, SHEET METAL ,FUEL LINES",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"GLASS, SHEET METAL, FUEL LINES",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PARTS FROM DIFFERENT DEALER,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","under-picks,",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"FENDERS,DECK LIDS, BUMPERS, HOODS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, HOODS, GLASS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","MISS PICK, PARTS FOR DIFFERENT DEALER",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"MOST OF THE PARTS THAT ARE PACKED IN BAGS. AS IN BUMPER COVERS, TRIM PIECES.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",No Packing Slips!!!! and short boxes! Not reimbursing for shipping that have been E ordered that no one know s where they are and then the show up the next day,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal, moldings",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"fenders, moldings, things that are not package in a separate box above and beyond the box they come in",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks and receive parts for different dealership,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"sheet metal, windshields and moldings",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal, windshields and moldings",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,HEAVIER ITEMS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,bumper covers sheet metal (especially 1/4 panels) glass,H
Condition of Shipments,What three product types tend to have the most damages to the product?,same as above,H
Condition of Shipments,What three product types tend to have the most damages to the product?,body parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,SOME TIMES DAMAGE PARTS FRO SHIPPER BUT NOT OFTEN,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGE,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"bumpers, glass, and grills",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper, sheet metal, and absorbers",H
